index_id	singers	songNames	Songindexs	startTimes	endTimes	fullNames	if_lyrics_exists	rawFormat	audioDuration	isDone	singers_zh	songNames_zh
11585	HuangGuanZhong	ABoErShi	19	108.42	111.42	HuangGuanZhong_ABoErShi_19_108.42_111.42.wav	TRUE	flac	188.57	FALSE	???	????
11587	HuangGuanZhong	ABoErShi	20	112.15	118.15	HuangGuanZhong_ABoErShi_20_112.15_118.15.wav	TRUE	flac	188.57	FALSE	???	????
11588	HuangGuanZhong	ABoErShi	21	118.15	124.15	HuangGuanZhong_ABoErShi_21_118.15_124.15.wav	TRUE	flac	188.57	FALSE	???	????
11589	HuangGuanZhong	ABoErShi	22	124.15	130.15	HuangGuanZhong_ABoErShi_22_124.15_130.15.wav	TRUE	flac	188.57	FALSE	???	????
11590	HuangGuanZhong	ABoErShi	23	130.15	136.15	HuangGuanZhong_ABoErShi_23_130.15_136.15.wav	TRUE	flac	188.57	FALSE	???	????
11591	HuangGuanZhong	ABoErShi	24	136.15	142.15	HuangGuanZhong_ABoErShi_24_136.15_142.15.wav	TRUE	flac	188.57	FALSE	???	????
11592	HuangGuanZhong	ABoErShi	25	142.15	148.15	HuangGuanZhong_ABoErShi_25_142.15_148.15.wav	TRUE	flac	188.57	FALSE	???	????
11593	HuangGuanZhong	ABoErShi	26	148.15	154.15	HuangGuanZhong_ABoErShi_26_148.15_154.15.wav	TRUE	flac	188.57	FALSE	???	????
11594	HuangGuanZhong	ABoErShi	27	154.15	160.15	HuangGuanZhong_ABoErShi_27_154.15_160.15.wav	TRUE	flac	188.57	FALSE	???	????
11595	HuangGuanZhong	ABoErShi	28	160.15	161.22	HuangGuanZhong_ABoErShi_28_160.15_161.22.wav	TRUE	flac	188.57	FALSE	???	????
11596	HuangGuanZhong	ABoErShi	29	161.5	163.55	HuangGuanZhong_ABoErShi_29_161.50_163.55.wav	TRUE	flac	188.57	FALSE	???	????
11598	HuangGuanZhong	ABoErShi	30	163.67	169.67	HuangGuanZhong_ABoErShi_30_163.67_169.67.wav	TRUE	flac	188.57	FALSE	???	????
11599	HuangGuanZhong	ABoErShi	31	169.67	170.88	HuangGuanZhong_ABoErShi_31_169.67_170.88.wav	TRUE	flac	188.57	FALSE	???	????
11600	HuangGuanZhong	ABoErShi	32	170.9	176.9	HuangGuanZhong_ABoErShi_32_170.90_176.90.wav	TRUE	flac	188.57	FALSE	???	????
11601	HuangGuanZhong	ABoErShi	33	176.9	182.9	HuangGuanZhong_ABoErShi_33_176.90_182.90.wav	TRUE	flac	188.57	FALSE	???	????
11602	HuangGuanZhong	ABoErShi	34	182.9	188.57	HuangGuanZhong_ABoErShi_34_182.90_188.57.wav	TRUE	flac	188.57	FALSE	???	????
11620	HuangGuanZhong	AiYouZenMaYang	1	1.27	4.25	HuangGuanZhong_AiYouZenMaYang_1_1.27_4.25.wav	TRUE	flac	188.09	FALSE	???	?????
11631	HuangGuanZhong	AiYouZenMaYang	2	4.27	6.64	HuangGuanZhong_AiYouZenMaYang_2_4.27_6.64.wav	TRUE	flac	188.09	FALSE	???	?????
11642	HuangGuanZhong	AiYouZenMaYang	3	7.32	9.51	HuangGuanZhong_AiYouZenMaYang_3_7.32_9.51.wav	TRUE	flac	188.09	FALSE	???	?????
11647	HuangGuanZhong	AiYouZenMaYang	4	11.31	13.46	HuangGuanZhong_AiYouZenMaYang_4_11.31_13.46.wav	TRUE	flac	188.09	FALSE	???	?????
11648	HuangGuanZhong	AiYouZenMaYang	5	15.09	17.42	HuangGuanZhong_AiYouZenMaYang_5_15.09_17.42.wav	TRUE	flac	188.09	FALSE	???	?????
11649	HuangGuanZhong	AiYouZenMaYang	6	19.19	23.75	HuangGuanZhong_AiYouZenMaYang_6_19.19_23.75.wav	TRUE	flac	188.09	FALSE	???	?????
11650	HuangGuanZhong	AiYouZenMaYang	7	23.87	26.87	HuangGuanZhong_AiYouZenMaYang_7_23.87_26.87.wav	TRUE	flac	188.09	FALSE	???	?????
11651	HuangGuanZhong	AiYouZenMaYang	8	27.99	31.64	HuangGuanZhong_AiYouZenMaYang_8_27.99_31.64.wav	TRUE	flac	188.09	FALSE	???	?????
11652	HuangGuanZhong	AiYouZenMaYang	9	31.77	34.59	HuangGuanZhong_AiYouZenMaYang_9_31.77_34.59.wav	TRUE	flac	188.09	FALSE	???	?????
11610	HuangGuanZhong	AiYouZenMaYang	10	35.24	36.79	HuangGuanZhong_AiYouZenMaYang_10_35.24_36.79.wav	TRUE	flac	188.09	FALSE	???	?????
11611	HuangGuanZhong	AiYouZenMaYang	11	37.22	41.07	HuangGuanZhong_AiYouZenMaYang_11_37.22_41.07.wav	TRUE	flac	188.09	FALSE	???	?????
11612	HuangGuanZhong	AiYouZenMaYang	12	42.61	44.57	HuangGuanZhong_AiYouZenMaYang_12_42.61_44.57.wav	TRUE	flac	188.09	FALSE	???	?????
11613	HuangGuanZhong	AiYouZenMaYang	13	45.08	48.42	HuangGuanZhong_AiYouZenMaYang_13_45.08_48.42.wav	TRUE	flac	188.09	FALSE	???	?????
11614	HuangGuanZhong	AiYouZenMaYang	14	49.02	55.02	HuangGuanZhong_AiYouZenMaYang_14_49.02_55.02.wav	TRUE	flac	188.09	FALSE	???	?????
11615	HuangGuanZhong	AiYouZenMaYang	15	55.02	61.02	HuangGuanZhong_AiYouZenMaYang_15_55.02_61.02.wav	TRUE	flac	188.09	FALSE	???	?????
11616	HuangGuanZhong	AiYouZenMaYang	16	61.02	67.02	HuangGuanZhong_AiYouZenMaYang_16_61.02_67.02.wav	TRUE	flac	188.09	FALSE	???	?????
11617	HuangGuanZhong	AiYouZenMaYang	17	67.02	68.21	HuangGuanZhong_AiYouZenMaYang_17_67.02_68.21.wav	TRUE	flac	188.09	FALSE	???	?????
11618	HuangGuanZhong	AiYouZenMaYang	18	70.14	72.51	HuangGuanZhong_AiYouZenMaYang_18_70.14_72.51.wav	TRUE	flac	188.09	FALSE	???	?????
11619	HuangGuanZhong	AiYouZenMaYang	19	77.04	83.04	HuangGuanZhong_AiYouZenMaYang_19_77.04_83.04.wav	TRUE	flac	188.09	FALSE	???	?????
11621	HuangGuanZhong	AiYouZenMaYang	20	83.04	83.47	HuangGuanZhong_AiYouZenMaYang_20_83.04_83.47.wav	TRUE	flac	188.09	FALSE	???	?????
11622	HuangGuanZhong	AiYouZenMaYang	21	83.56	86.74	HuangGuanZhong_AiYouZenMaYang_21_83.56_86.74.wav	TRUE	flac	188.09	FALSE	???	?????
11623	HuangGuanZhong	AiYouZenMaYang	22	86.82	90.17	HuangGuanZhong_AiYouZenMaYang_22_86.82_90.17.wav	TRUE	flac	188.09	FALSE	???	?????
11624	HuangGuanZhong	AiYouZenMaYang	23	90.93	94.64	HuangGuanZhong_AiYouZenMaYang_23_90.93_94.64.wav	TRUE	flac	188.09	FALSE	???	?????
11625	HuangGuanZhong	AiYouZenMaYang	24	94.66	98.03	HuangGuanZhong_AiYouZenMaYang_24_94.66_98.03.wav	TRUE	flac	188.09	FALSE	???	?????
11626	HuangGuanZhong	AiYouZenMaYang	25	98.19	99.73	HuangGuanZhong_AiYouZenMaYang_25_98.19_99.73.wav	TRUE	flac	188.09	FALSE	???	?????
11627	HuangGuanZhong	AiYouZenMaYang	26	101.7	104.03	HuangGuanZhong_AiYouZenMaYang_26_101.70_104.03.wav	TRUE	flac	188.09	FALSE	???	?????
11628	HuangGuanZhong	AiYouZenMaYang	27	106.04	107.64	HuangGuanZhong_AiYouZenMaYang_27_106.04_107.64.wav	TRUE	flac	188.09	FALSE	???	?????
11629	HuangGuanZhong	AiYouZenMaYang	28	108.02	111.82	HuangGuanZhong_AiYouZenMaYang_28_108.02_111.82.wav	TRUE	flac	188.09	FALSE	???	?????
11630	HuangGuanZhong	AiYouZenMaYang	29	111.97	117.97	HuangGuanZhong_AiYouZenMaYang_29_111.97_117.97.wav	TRUE	flac	188.09	FALSE	???	?????
11632	HuangGuanZhong	AiYouZenMaYang	30	117.97	123.97	HuangGuanZhong_AiYouZenMaYang_30_117.97_123.97.wav	TRUE	flac	188.09	FALSE	???	?????
11633	HuangGuanZhong	AiYouZenMaYang	31	123.97	129.97	HuangGuanZhong_AiYouZenMaYang_31_123.97_129.97.wav	TRUE	flac	188.09	FALSE	???	?????
11634	HuangGuanZhong	AiYouZenMaYang	32	129.97	131.21	HuangGuanZhong_AiYouZenMaYang_32_129.97_131.21.wav	TRUE	flac	188.09	FALSE	???	?????
11635	HuangGuanZhong	AiYouZenMaYang	33	131.32	134.45	HuangGuanZhong_AiYouZenMaYang_33_131.32_134.45.wav	TRUE	flac	188.09	FALSE	???	?????
11636	HuangGuanZhong	AiYouZenMaYang	34	141.01	143.2	HuangGuanZhong_AiYouZenMaYang_34_141.01_143.20.wav	TRUE	flac	188.09	FALSE	???	?????
11637	HuangGuanZhong	AiYouZenMaYang	35	147.35	153.35	HuangGuanZhong_AiYouZenMaYang_35_147.35_153.35.wav	TRUE	flac	188.09	FALSE	???	?????
11638	HuangGuanZhong	AiYouZenMaYang	36	153.35	159.35	HuangGuanZhong_AiYouZenMaYang_36_153.35_159.35.wav	TRUE	flac	188.09	FALSE	???	?????
11639	HuangGuanZhong	AiYouZenMaYang	37	159.35	165.35	HuangGuanZhong_AiYouZenMaYang_37_159.35_165.35.wav	TRUE	flac	188.09	FALSE	???	?????
11640	HuangGuanZhong	AiYouZenMaYang	38	165.35	171.35	HuangGuanZhong_AiYouZenMaYang_38_165.35_171.35.wav	TRUE	flac	188.09	FALSE	???	?????
11641	HuangGuanZhong	AiYouZenMaYang	39	171.35	173.58	HuangGuanZhong_AiYouZenMaYang_39_171.35_173.58.wav	TRUE	flac	188.09	FALSE	???	?????
11643	HuangGuanZhong	AiYouZenMaYang	40	173.83	178.43	HuangGuanZhong_AiYouZenMaYang_40_173.83_178.43.wav	TRUE	flac	188.09	FALSE	???	?????
11644	HuangGuanZhong	AiYouZenMaYang	41	178.91	184.91	HuangGuanZhong_AiYouZenMaYang_41_178.91_184.91.wav	TRUE	flac	188.09	FALSE	???	?????
11645	HuangGuanZhong	AiYouZenMaYang	42	184.91	185.71	HuangGuanZhong_AiYouZenMaYang_42_184.91_185.71.wav	TRUE	flac	188.09	FALSE	???	?????
11646	HuangGuanZhong	AiYouZenMaYang	43	185.75	188.09	HuangGuanZhong_AiYouZenMaYang_43_185.75_188.09.wav	TRUE	flac	188.09	FALSE	???	?????
11663	HuangGuanZhong	AM900	1	58.71	60.91	HuangGuanZhong_AM900_1_58.71_60.91.wav	TRUE	wav	345.46	FALSE	???	AM900
11670	HuangGuanZhong	AM900	2	61.27	63.84	HuangGuanZhong_AM900_2_61.27_63.84.wav	TRUE	wav	345.46	FALSE	???	AM900
11671	HuangGuanZhong	AM900	3	76.48	78.08	HuangGuanZhong_AM900_3_76.48_78.08.wav	TRUE	wav	345.46	FALSE	???	AM900
11672	HuangGuanZhong	AM900	4	80.5	82.11	HuangGuanZhong_AM900_4_80.50_82.11.wav	TRUE	wav	345.46	FALSE	???	AM900
11673	HuangGuanZhong	AM900	5	96.41	98.53	HuangGuanZhong_AM900_5_96.41_98.53.wav	TRUE	wav	345.46	FALSE	???	AM900
11674	HuangGuanZhong	AM900	6	153.09	154.83	HuangGuanZhong_AM900_6_153.09_154.83.wav	TRUE	wav	345.46	FALSE	???	AM900
11675	HuangGuanZhong	AM900	7	160.77	165.45	HuangGuanZhong_AM900_7_160.77_165.45.wav	TRUE	wav	345.46	FALSE	???	AM900
11676	HuangGuanZhong	AM900	8	171.12	177.12	HuangGuanZhong_AM900_8_171.12_177.12.wav	TRUE	wav	345.46	FALSE	???	AM900
11677	HuangGuanZhong	AM900	9	177.12	177.94	HuangGuanZhong_AM900_9_177.12_177.94.wav	TRUE	wav	345.46	FALSE	???	AM900
11653	HuangGuanZhong	AM900	10	205.06	206.64	HuangGuanZhong_AM900_10_205.06_206.64.wav	TRUE	wav	345.46	FALSE	???	AM900
11654	HuangGuanZhong	AM900	11	222.29	223.84	HuangGuanZhong_AM900_11_222.29_223.84.wav	TRUE	wav	345.46	FALSE	???	AM900
11655	HuangGuanZhong	AM900	12	223.95	228.48	HuangGuanZhong_AM900_12_223.95_228.48.wav	TRUE	wav	345.46	FALSE	???	AM900
11656	HuangGuanZhong	AM900	13	237.97	239.97	HuangGuanZhong_AM900_13_237.97_239.97.wav	TRUE	wav	345.46	FALSE	???	AM900
11657	HuangGuanZhong	AM900	14	252.57	254.38	HuangGuanZhong_AM900_14_252.57_254.38.wav	TRUE	wav	345.46	FALSE	???	AM900
11658	HuangGuanZhong	AM900	15	256.29	258.86	HuangGuanZhong_AM900_15_256.29_258.86.wav	TRUE	wav	345.46	FALSE	???	AM900
11659	HuangGuanZhong	AM900	16	265.71	267.54	HuangGuanZhong_AM900_16_265.71_267.54.wav	TRUE	wav	345.46	FALSE	???	AM900
11660	HuangGuanZhong	AM900	17	270.01	272.12	HuangGuanZhong_AM900_17_270.01_272.12.wav	TRUE	wav	345.46	FALSE	???	AM900
11661	HuangGuanZhong	AM900	18	283.19	285.77	HuangGuanZhong_AM900_18_283.19_285.77.wav	TRUE	wav	345.46	FALSE	???	AM900
11662	HuangGuanZhong	AM900	19	299.23	300.77	HuangGuanZhong_AM900_19_299.23_300.77.wav	TRUE	wav	345.46	FALSE	???	AM900
11664	HuangGuanZhong	AM900	20	303.84	305.74	HuangGuanZhong_AM900_20_303.84_305.74.wav	TRUE	wav	345.46	FALSE	???	AM900
11665	HuangGuanZhong	AM900	21	315.89	318.44	HuangGuanZhong_AM900_21_315.89_318.44.wav	TRUE	wav	345.46	FALSE	???	AM900
11666	HuangGuanZhong	AM900	22	321.39	323.17	HuangGuanZhong_AM900_22_321.39_323.17.wav	TRUE	wav	345.46	FALSE	???	AM900
11667	HuangGuanZhong	AM900	23	336.08	337.87	HuangGuanZhong_AM900_23_336.08_337.87.wav	TRUE	wav	345.46	FALSE	???	AM900
11668	HuangGuanZhong	AM900	24	339.78	342.76	HuangGuanZhong_AM900_24_339.78_342.76.wav	TRUE	wav	345.46	FALSE	???	AM900
11669	HuangGuanZhong	AM900	25	343.35	345.46	HuangGuanZhong_AM900_25_343.35_345.46.wav	TRUE	wav	345.46	FALSE	???	AM900
11688	HuangGuanZhong	CaiJie	1	0.58	3.3	HuangGuanZhong_CaiJie_1_0.58_3.30.wav	TRUE	flac	285.71	FALSE	???	??
11699	HuangGuanZhong	CaiJie	2	3.49	9.09	HuangGuanZhong_CaiJie_2_3.49_9.09.wav	TRUE	flac	285.71	FALSE	???	??
11710	HuangGuanZhong	CaiJie	3	9.24	15.24	HuangGuanZhong_CaiJie_3_9.24_15.24.wav	TRUE	flac	285.71	FALSE	???	??
11721	HuangGuanZhong	CaiJie	4	15.24	20.62	HuangGuanZhong_CaiJie_4_15.24_20.62.wav	TRUE	flac	285.71	FALSE	???	??
11725	HuangGuanZhong	CaiJie	5	20.64	24.47	HuangGuanZhong_CaiJie_5_20.64_24.47.wav	TRUE	flac	285.71	FALSE	???	??
11726	HuangGuanZhong	CaiJie	6	24.92	28.38	HuangGuanZhong_CaiJie_6_24.92_28.38.wav	TRUE	flac	285.71	FALSE	???	??
11727	HuangGuanZhong	CaiJie	7	30.35	34.05	HuangGuanZhong_CaiJie_7_30.35_34.05.wav	TRUE	flac	285.71	FALSE	???	??
11728	HuangGuanZhong	CaiJie	8	36.05	40.34	HuangGuanZhong_CaiJie_8_36.05_40.34.wav	TRUE	flac	285.71	FALSE	???	??
11729	HuangGuanZhong	CaiJie	9	41.76	45.84	HuangGuanZhong_CaiJie_9_41.76_45.84.wav	TRUE	flac	285.71	FALSE	???	??
11678	HuangGuanZhong	CaiJie	10	46.24	52.24	HuangGuanZhong_CaiJie_10_46.24_52.24.wav	TRUE	flac	285.71	FALSE	???	??
11679	HuangGuanZhong	CaiJie	11	52.24	58.24	HuangGuanZhong_CaiJie_11_52.24_58.24.wav	TRUE	flac	285.71	FALSE	???	??
11680	HuangGuanZhong	CaiJie	12	58.24	64.24	HuangGuanZhong_CaiJie_12_58.24_64.24.wav	TRUE	flac	285.71	FALSE	???	??
11681	HuangGuanZhong	CaiJie	13	64.24	66.09	HuangGuanZhong_CaiJie_13_64.24_66.09.wav	TRUE	flac	285.71	FALSE	???	??
11682	HuangGuanZhong	CaiJie	14	66.38	71.9	HuangGuanZhong_CaiJie_14_66.38_71.90.wav	TRUE	flac	285.71	FALSE	???	??
11683	HuangGuanZhong	CaiJie	15	71.92	75.9	HuangGuanZhong_CaiJie_15_71.92_75.90.wav	TRUE	flac	285.71	FALSE	???	??
11684	HuangGuanZhong	CaiJie	16	76.23	79.81	HuangGuanZhong_CaiJie_16_76.23_79.81.wav	TRUE	flac	285.71	FALSE	???	??
11685	HuangGuanZhong	CaiJie	17	81.89	84.12	HuangGuanZhong_CaiJie_17_81.89_84.12.wav	TRUE	flac	285.71	FALSE	???	??
11686	HuangGuanZhong	CaiJie	18	87.47	91.31	HuangGuanZhong_CaiJie_18_87.47_91.31.wav	TRUE	flac	285.71	FALSE	???	??
11687	HuangGuanZhong	CaiJie	19	93.19	96.92	HuangGuanZhong_CaiJie_19_93.19_96.92.wav	TRUE	flac	285.71	FALSE	???	??
11689	HuangGuanZhong	CaiJie	20	97.1	103.1	HuangGuanZhong_CaiJie_20_97.10_103.10.wav	TRUE	flac	285.71	FALSE	???	??
11690	HuangGuanZhong	CaiJie	21	103.1	109.1	HuangGuanZhong_CaiJie_21_103.10_109.10.wav	TRUE	flac	285.71	FALSE	???	??
11691	HuangGuanZhong	CaiJie	22	109.1	115.1	HuangGuanZhong_CaiJie_22_109.10_115.10.wav	TRUE	flac	285.71	FALSE	???	??
11692	HuangGuanZhong	CaiJie	23	115.1	117.59	HuangGuanZhong_CaiJie_23_115.10_117.59.wav	TRUE	flac	285.71	FALSE	???	??
11693	HuangGuanZhong	CaiJie	24	117.71	120.36	HuangGuanZhong_CaiJie_24_117.71_120.36.wav	TRUE	flac	285.71	FALSE	???	??
11694	HuangGuanZhong	CaiJie	25	120.5	122.71	HuangGuanZhong_CaiJie_25_120.50_122.71.wav	TRUE	flac	285.71	FALSE	???	??
11695	HuangGuanZhong	CaiJie	26	123.33	127.41	HuangGuanZhong_CaiJie_26_123.33_127.41.wav	TRUE	flac	285.71	FALSE	???	??
11696	HuangGuanZhong	CaiJie	27	135.33	141.33	HuangGuanZhong_CaiJie_27_135.33_141.33.wav	TRUE	flac	285.71	FALSE	???	??
11697	HuangGuanZhong	CaiJie	28	141.33	147.33	HuangGuanZhong_CaiJie_28_141.33_147.33.wav	TRUE	flac	285.71	FALSE	???	??
11698	HuangGuanZhong	CaiJie	29	147.33	153.33	HuangGuanZhong_CaiJie_29_147.33_153.33.wav	TRUE	flac	285.71	FALSE	???	??
11700	HuangGuanZhong	CaiJie	30	153.33	159.33	HuangGuanZhong_CaiJie_30_153.33_159.33.wav	TRUE	flac	285.71	FALSE	???	??
11701	HuangGuanZhong	CaiJie	31	159.33	165.33	HuangGuanZhong_CaiJie_31_159.33_165.33.wav	TRUE	flac	285.71	FALSE	???	??
11702	HuangGuanZhong	CaiJie	32	165.33	171.33	HuangGuanZhong_CaiJie_32_165.33_171.33.wav	TRUE	flac	285.71	FALSE	???	??
11703	HuangGuanZhong	CaiJie	33	171.33	177.33	HuangGuanZhong_CaiJie_33_171.33_177.33.wav	TRUE	flac	285.71	FALSE	???	??
11704	HuangGuanZhong	CaiJie	34	177.33	179.46	HuangGuanZhong_CaiJie_34_177.33_179.46.wav	TRUE	flac	285.71	FALSE	???	??
11705	HuangGuanZhong	CaiJie	35	189.89	192.12	HuangGuanZhong_CaiJie_35_189.89_192.12.wav	TRUE	flac	285.71	FALSE	???	??
11706	HuangGuanZhong	CaiJie	36	192.93	194.44	HuangGuanZhong_CaiJie_36_192.93_194.44.wav	TRUE	flac	285.71	FALSE	???	??
11707	HuangGuanZhong	CaiJie	37	203.12	207.31	HuangGuanZhong_CaiJie_37_203.12_207.31.wav	TRUE	flac	285.71	FALSE	???	??
11708	HuangGuanZhong	CaiJie	38	208.13	210.82	HuangGuanZhong_CaiJie_38_208.13_210.82.wav	TRUE	flac	285.71	FALSE	???	??
11709	HuangGuanZhong	CaiJie	39	212.66	218.02	HuangGuanZhong_CaiJie_39_212.66_218.02.wav	TRUE	flac	285.71	FALSE	???	??
11711	HuangGuanZhong	CaiJie	40	221.78	227.78	HuangGuanZhong_CaiJie_40_221.78_227.78.wav	TRUE	flac	285.71	FALSE	???	??
11712	HuangGuanZhong	CaiJie	41	227.78	233.78	HuangGuanZhong_CaiJie_41_227.78_233.78.wav	TRUE	flac	285.71	FALSE	???	??
11713	HuangGuanZhong	CaiJie	42	233.78	239.78	HuangGuanZhong_CaiJie_42_233.78_239.78.wav	TRUE	flac	285.71	FALSE	???	??
11714	HuangGuanZhong	CaiJie	43	239.78	245.78	HuangGuanZhong_CaiJie_43_239.78_245.78.wav	TRUE	flac	285.71	FALSE	???	??
11715	HuangGuanZhong	CaiJie	44	245.78	251.78	HuangGuanZhong_CaiJie_44_245.78_251.78.wav	TRUE	flac	285.71	FALSE	???	??
11716	HuangGuanZhong	CaiJie	45	251.78	255.37	HuangGuanZhong_CaiJie_45_251.78_255.37.wav	TRUE	flac	285.71	FALSE	???	??
11717	HuangGuanZhong	CaiJie	46	255.49	261.49	HuangGuanZhong_CaiJie_46_255.49_261.49.wav	TRUE	flac	285.71	FALSE	???	??
11718	HuangGuanZhong	CaiJie	47	261.49	267.49	HuangGuanZhong_CaiJie_47_261.49_267.49.wav	TRUE	flac	285.71	FALSE	???	??
11719	HuangGuanZhong	CaiJie	48	267.49	268.59	HuangGuanZhong_CaiJie_48_267.49_268.59.wav	TRUE	flac	285.71	FALSE	???	??
11720	HuangGuanZhong	CaiJie	49	268.75	272.5	HuangGuanZhong_CaiJie_49_268.75_272.50.wav	TRUE	flac	285.71	FALSE	???	??
11722	HuangGuanZhong	CaiJie	50	272.66	278.66	HuangGuanZhong_CaiJie_50_272.66_278.66.wav	TRUE	flac	285.71	FALSE	???	??
11723	HuangGuanZhong	CaiJie	51	278.66	283.94	HuangGuanZhong_CaiJie_51_278.66_283.94.wav	TRUE	flac	285.71	FALSE	???	??
11724	HuangGuanZhong	CaiJie	52	283.96	285.71	HuangGuanZhong_CaiJie_52_283.96_285.71.wav	TRUE	flac	285.71	FALSE	???	??
11740	HuangGuanZhong	CantBringMeDown	1	10.19	13.31	HuangGuanZhong_CantBringMeDown_1_10.19_13.31.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11751	HuangGuanZhong	CantBringMeDown	2	13.75	17.05	HuangGuanZhong_CantBringMeDown_2_13.75_17.05.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11762	HuangGuanZhong	CantBringMeDown	3	18.19	24.19	HuangGuanZhong_CantBringMeDown_3_18.19_24.19.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11764	HuangGuanZhong	CantBringMeDown	4	24.19	25.18	HuangGuanZhong_CantBringMeDown_4_24.19_25.18.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11765	HuangGuanZhong	CantBringMeDown	5	33.63	39.63	HuangGuanZhong_CantBringMeDown_5_33.63_39.63.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11766	HuangGuanZhong	CantBringMeDown	6	39.63	45.63	HuangGuanZhong_CantBringMeDown_6_39.63_45.63.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11767	HuangGuanZhong	CantBringMeDown	7	45.63	50.09	HuangGuanZhong_CantBringMeDown_7_45.63_50.09.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11768	HuangGuanZhong	CantBringMeDown	8	50.16	56.16	HuangGuanZhong_CantBringMeDown_8_50.16_56.16.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11769	HuangGuanZhong	CantBringMeDown	9	56.16	61.26	HuangGuanZhong_CantBringMeDown_9_56.16_61.26.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11730	HuangGuanZhong	CantBringMeDown	10	61.52	63.85	HuangGuanZhong_CantBringMeDown_10_61.52_63.85.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11731	HuangGuanZhong	CantBringMeDown	11	64.37	70.37	HuangGuanZhong_CantBringMeDown_11_64.37_70.37.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11732	HuangGuanZhong	CantBringMeDown	12	70.37	72.32	HuangGuanZhong_CantBringMeDown_12_70.37_72.32.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11733	HuangGuanZhong	CantBringMeDown	13	73.21	74.93	HuangGuanZhong_CantBringMeDown_13_73.21_74.93.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11734	HuangGuanZhong	CantBringMeDown	14	74.95	78.81	HuangGuanZhong_CantBringMeDown_14_74.95_78.81.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11735	HuangGuanZhong	CantBringMeDown	15	78.87	82.69	HuangGuanZhong_CantBringMeDown_15_78.87_82.69.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11736	HuangGuanZhong	CantBringMeDown	16	82.7	86.13	HuangGuanZhong_CantBringMeDown_16_82.70_86.13.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11737	HuangGuanZhong	CantBringMeDown	17	86.18	92.18	HuangGuanZhong_CantBringMeDown_17_86.18_92.18.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11738	HuangGuanZhong	CantBringMeDown	18	92.18	97.47	HuangGuanZhong_CantBringMeDown_18_92.18_97.47.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11739	HuangGuanZhong	CantBringMeDown	19	97.49	103.49	HuangGuanZhong_CantBringMeDown_19_97.49_103.49.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11741	HuangGuanZhong	CantBringMeDown	20	103.49	109.49	HuangGuanZhong_CantBringMeDown_20_103.49_109.49.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11742	HuangGuanZhong	CantBringMeDown	21	109.49	115.49	HuangGuanZhong_CantBringMeDown_21_109.49_115.49.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11743	HuangGuanZhong	CantBringMeDown	22	115.49	117.87	HuangGuanZhong_CantBringMeDown_22_115.49_117.87.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11744	HuangGuanZhong	CantBringMeDown	23	121.04	127.04	HuangGuanZhong_CantBringMeDown_23_121.04_127.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11745	HuangGuanZhong	CantBringMeDown	24	127.04	133.04	HuangGuanZhong_CantBringMeDown_24_127.04_133.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11746	HuangGuanZhong	CantBringMeDown	25	133.04	139.04	HuangGuanZhong_CantBringMeDown_25_133.04_139.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11747	HuangGuanZhong	CantBringMeDown	26	139.04	145.04	HuangGuanZhong_CantBringMeDown_26_139.04_145.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11748	HuangGuanZhong	CantBringMeDown	27	145.04	151.04	HuangGuanZhong_CantBringMeDown_27_145.04_151.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11749	HuangGuanZhong	CantBringMeDown	28	151.04	157.04	HuangGuanZhong_CantBringMeDown_28_151.04_157.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
11750	HuangGuanZhong	CantBringMeDown	29	157.04	163.04	HuangGuanZhong_CantBringMeDown_29_157.04_163.04.wav	TRUE	flac	218.55	FALSE	???	Can t Bring Me Down
